code,description,season_start,season_end,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,metered,restrict_typ,permit_no
PP2602,Stat. int. (fl. dr.) EXCEPTÉ PERMIS ZONE 2 (orange),,,,,,,,,,,,,,1,,,permit,2
PS2005,Stat. 60 min 8h - 18h LUN À SAM (fl. dr.),,,60,8,18,10,1,1,1,1,1,1,,,,,,
PP1934,Stat. int. LUN À VEN (fl. ga.),,,,,,,1,1,1,1,1,,,,,,,
PS7003,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE T-4 (blanc),,,,,,,,,,,,,,1,,,permit,T-4
PP1332,Stat. int. 9h - 16h LUN À VEN (fl. dr.),,,,9,16,7,1,1,1,1,1,,,,,,,
PS2282,Stat. 120 min 6h - 21h (fl. dr.),,,120,6,21,15,,,,,,,,1,,,,
PP2273,Stat. int. 1 mai au 15 oct (fl. double),05-01,10-15,,,,,,,,,,,,1,,,,
PS2919,Stat. 120 min 8h - 18h LUN-MER-VEN EXCEPTÉ VÉH. ZONE A3-2 (fl. dou.) (orange),,,120,8,18,10,1,,1,,1,,,,,,permit,A3-2
PS2225,Stat. 15 min 8h - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. dr.),,,15,8,16,8,1,1,1,1,1,,,,school,,,
PP1382,Stat. int. 8h - 18h LUN À SAM (fl. dr.),,,,8,18,10,1,1,1,1,1,1,,,,,,
PS2106,"Stat. 60 min 8h - 18h LUN À SAM, 18h - 22h VENDREDI (fl. dou.)",,,60,8,18,10,1,1,1,1,1,1,,,,,,
PS2106,"Stat. 60 min 8h - 18h LUN À SAM, 18h - 22h VENDREDI (fl. dou.)",,,,18,22,4,,,,,1,,,,,,,
PS2107,Stat. 120 min 9h - 17h LUN À VEN (fl. ga.),,,120,9,17,8,1,1,1,1,1,,,,,,,
PS2513,Stat. 60 min 9h - 18h LUN À VEN (fl. dou.),,,60,9,18,9,1,1,1,1,1,,,,,,,
PS2911,Stat. 120 min 8h - 20h LUN-MER-VEN (fl. ga.),,,120,8,20,12,1,,1,,1,,,,,,,
PP1429,Stat. int. 21h - 8h (fl. dou.),,,,21,,11,,,,,,,,1,,,,
PA7411,Arrêt int. ARRÊT D'AUTOBUS 16h - 19h LUN À VEN (fl. ga.) RTC,,,,16,19,3,1,1,1,1,1,,,,,,bus,
PS2872,Stat. 30 min 8h - 20h LUN À VEN (fl. dr.),,,30,8,20,12,1,1,1,1,1,,,,,,,
PP1349,Stat. int. 8h - 16h LUN-MER-VEN 15 NOV AU 31 MARS (fl. dou.),11-15,03-31,,8,16,8,1,,1,,1,,,,,,,
PD1172,Stat. int. DÉBARCADÈRE (fl. dr.),,,,,,,,,,,,,,1,,,dropoff,
PP1003,Stat. int. 0h - 6h LUN-MER-VEN 15 NOV AU 31 MARS (fl. dou.),11-15,03-31,,0,6,6,1,,1,,1,,,,,,,
PP1637,Stat. int. 0h01 - 7h MAR-JEU 15 NOV AU 15 AVRIL( fl. ga.),11-15,04-15,,0,7,7,,1,,1,,,,,,,,
PS1892,Stat. 90 min 9h - 17h LUN À VEN (fl. dr.),,,90,9,17,8,1,1,1,1,1,,,,,,,
PS1083,Stat. 30 min 9h30 - 16h LUN À VEN (fl. dou.),,,30,9.5,16,6.5,1,1,1,1,1,,,,,,,
PA1204,Arrêt int. 15h - 18h LUN À VEN (fl. ga.),,,,15,18,3,1,1,1,1,1,,,,,,,
PA1010,Arrêt int.,,,,,,,,,,,,,,1,,,,
PS7602,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-28 (noir),,,,,,,,,,,,,,1,,,permit,A3-28
PP3009,Stat. int. 8h - 16h LUN À VEN 15 NOV AU 31 MARS (fl. dou.),11-15,03-31,,8,16,8,1,1,1,1,1,,,,,,,
PS7101,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-30 (bleu),,,,,,,,,,,,,,1,,,permit,A3-30
PP1392,Stat. int. 8h - 18h LUN À VEN PÉRIODE SCOLAIRE (fl. dr.),,,,8,18,10,1,1,1,1,1,,,,school,,,
PS1074,Stat. 10 MIN  9h - 18h LUN À DIM  18h - 21h JEU et VEN (fl. ga.),,,10,9,18,9,,,,,,,,1,,,,
PS1074,Stat. 10 MIN  9h - 18h LUN À DIM  18h - 21h JEU et VEN (fl. ga.),,,10,18,21,3,,,,1,1,,,,,,,
PP3405,Stat. int. 0h - 7h 15 NOV AU 31 MARS (fl. dr.),11-15,03-31,,0,7,7,,,,,,,,1,,,,
PD1281,Stat. int. DÉBARCADÈRE 8h - 16h LUN À VEN (fl. ga.),,,,8,16,8,1,1,1,1,1,,,,,,dropoff,
PS2672,Stat. 90 min 9h - 17h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 3 (vert),,,90,9,17,8,1,1,1,1,1,,,,,,permit,3
PP1321,Stat. int. 8h - 16h LUN À VEN (fl. ga.),,,,8,16,8,1,1,1,1,1,,,,,,,
PD1382,Stat. int. DÉBARCADÈRE 8h - 18h LUN À VEN (fl. dr.),,,,8,18,10,1,1,1,1,1,,,,,,dropoff,
PP1205,"Stat. Int., jours de classe (fl. droite)",,,,,,,,,,,,,,1,school,,,
PS2723,Stat. 60 min 9h - 15h LUN À VEN (fl. dou.),,,60,9,15,6,1,1,1,1,1,,,,,,,
PS2435,Stat. 90 min 9h - 21h LUN À VEN (fl. dr.),,,90,9,21,12,1,1,1,1,1,,,,,,,
PS2802,Stat. 120 min 8h - 16h LUN-MER-VEN (fl. dr.),,,120,8,16,8,1,,1,,1,,,,,,,
PP1127,Stat. int. 8h - 18h LUN-MER-VEN (fl. ga.),,,,8,18,10,1,,1,,1,,,,,,,
PD1243,Stat. int. DÉBARCADÈRE 8h - 11h LUN À VEN (fl. dou.),,,,8,11,3,1,1,1,1,1,,,,,,dropoff,
PP1346,Stat. int. 8h - 16h LUN-JEU (fl. dou.),,,,8,16,8,1,,,1,,,,,,,,
PP1367,Stat. int. 9h - 19h 1er DÉC AU 1er AVRIL (fl. ga.),12-01,04-01,,9,19,10,,,,,,,,1,,,,
PP1223,Stat. int. 8h - 16h LUN-MER-VEN (fl. dou.),,,,8,16,8,1,,1,,1,,,,,,,
PP2702,Stat. int. 8h - 12h LUN À VEN (fl. dr.),,,,8,12,4,1,1,1,1,1,,,,,,,
PD1242,Stat. int. DÉBARCADÈRE 8h - 11h LUN À VEN (fl. dr.),,,,8,11,3,1,1,1,1,1,,,,,,dropoff,
PS7603,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE 16 (gris),,,,,,,,,,,,,,1,,,permit,16
PS2319,Stat. 60 min 9h - 20h (fl. dou.),,,60,9,20,11,,,,,,,,1,,,,
PP1293,Stat. int. 16h - 17h LUN À VEN (fl. dou.),,,,16,17,1,1,1,1,1,1,,,,,,,
PP1403,Stat. int. remorquage à vos frais (fl. do.),,,,,,,,,,,,,,1,,,,
PP2728,Stat. int. EXCEPTÉ AUTOBUS EN AUTRE TEMPS (fl. dr.),,,,,,,,,,,,,,1,,,bus,
PS7001,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE T-2 (blanc),,,,,,,,,,,,,,1,,,permit,T-2
PP1642,Stat int. 1 mai au 30 sept. (fl.droite).,05-01,09-30,,,,,,,,,,,,1,,,,
PP2479,Stat. int. 1er  MAI AU 31 OCT (fl. dou.),05-01,10-31,,,,,,,,,,,,1,,,,
PS2803,Stat. 120 min 8h - 16h LUN-MER-VEN (fl. dou.),,,120,8,16,8,1,,1,,1,,,,,,,
PP2713,"Stat. int. 7h - 9h, 16h - 18h LUN À VEN (fl. dou.)",,,,7,9,2,1,1,1,1,1,,,,,,,
PP2713,"Stat. int. 7h - 9h, 16h - 18h LUN À VEN (fl. dou.)",,,,16,18,2,1,1,1,1,1,,,,,,,
PP1916,Stat. int. 7h - 19h LUN À VEN (fl. dou.),,,,7,19,12,1,1,1,1,1,,,,,,,
PA7112,Arrêt int. ARRÊT D'AUTOBUS 15h - 22h LUN À VEN (fl. dr.) RTC,,,,15,22,7,1,1,1,1,1,,,,,,bus,
PA1228,Arrêt int. 6h - 9h 15h - 18h LUN À VEN (fl. dr.),,,,6,9,3,1,1,1,1,1,,,,,,,
PA1228,Arrêt int. 6h - 9h 15h - 18h LUN À VEN (fl. dr.),,,,15,18,3,1,1,1,1,1,,,,,,,
PS2201,Stat. 90 min 9h - 15h LUN À VEN (fl. ga.) EXCEPTÉ PERMIS ZONE 4 (brun),,,90,9,15,6,1,1,1,1,1,,,,,,permit,4
PS1884,Stat. 90 min 8h - 13h LUN À VEN (fl. ga.),,,90,8,13,5,1,1,1,1,1,,,,,,,
PP1823,"Stat. int. 9h30 - 10h, 14h - 14h30 MAR-JEU (fl. dou.) EXCEPTÉ PERMIS ZONE A3-1 (bleu)",,,,9.5,10,0.5,,1,,1,,,,,,,permit,A3-1
PP1823,"Stat. int. 9h30 - 10h, 14h - 14h30 MAR-JEU (fl. dou.) EXCEPTÉ PERMIS ZONE A3-1 (bleu)",,,,14,14.5,0.5,,1,,1,,,,,,,permit,A3-1
PP2961,Stat. int. EXCEPTÉ VOITURIERS 18h-23h 10 min (fl. ga.),,,10,18,23,5,,,,,,,,1,,,valet,
PS2874,"Stat. 30 min 8h - 12h, 13h30 - 21h (fl. ga.)",,,30,8,12,4,,,,,,,,1,,,,
PS2874,"Stat. 30 min 8h - 12h, 13h30 - 21h (fl. ga.)",,,30,13.5,21,7.5,,,,,,,,1,,,,
PS2603,Stat. 90 min 9h - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 32 (orange),,,90,9,17,8,1,1,1,1,1,,,,,,permit,32
PD1171,Stat. int. DÉBARCADÈRE (fl. ga.),,,,,,,,,,,,,,1,,,dropoff,
PP2562,Stat. int. (fl. dr.) EXCEPTÉ PERMIS ZONE 8 (brun),,,,,,,,,,,,,,1,,,permit,8
PP1272,Stat. int. 8h - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. dr.),,,,8,16,8,1,1,1,1,1,,,,school,,,
PS1452,Stat. 10 min 8h - 18h LUN À VEN PÉRIODE SCOLAIRE (fl. dr.),,,10,8,18,10,1,1,1,1,1,,,,school,,,
PS2521,Stat. 60 min 9h - 21h LUN À VEN (fl. ga.) EXCEPTÉ PERMIS ZONE 21 (bleu),,,60,9,21,12,1,1,1,1,1,,,,,,permit,21
PP3404,Stat. int. 0h - 7h 15 NOV AU 31 MARS (fl. ga.),11-15,03-31,,0,7,7,,,,,,,,1,,,,
PP2215,"Stat. int. 8h30 - 9h30, 13h - 15h LUN À VEN (fl. ga.)",,,,8.5,9.5,1,1,1,1,1,1,,,,,,,
PP2215,"Stat. int. 8h30 - 9h30, 13h - 15h LUN À VEN (fl. ga.)",,,,13,15,2,1,1,1,1,1,,,,,,,
PS2623,Stat. 15 min (fl. dou.),,,15,,,,,,,,,,,1,,,,
PS2624,Stat. 60 min 8h - 18h LUN-MER-VEN-DIM (fl. ga.),,,60,8,18,10,1,,1,,1,,1,,,,,
PP1491,Régl. fédérale Stat. int. 1h - 6h FÉDÉRALE (fl. ga.),,,,1,6,5,,,,,,,,1,,,,
PA1173,Arrêt int. 16h - 18h LUN À VEN (fl. dou.),,,,16,18,2,1,1,1,1,1,,,,,,,
PP2513,Stat. int. 7h - 9h MARDI (fl. dou.),,,,7,9,2,,1,,,,,,,,,,
PS1013,Stat. 10 min (fl. dou.),,,10,,,,,,,,,,,1,,,,
PA2181,Arrêt int. 11h - 15h30 LUN À VEN PÉRIODE SCOLAIRE EXCEPTÉ BUS (fl. ga.),,,,11,15.5,4.5,1,1,1,1,1,,,,school,,bus,
PS2531,Stat. 90 min 9h - 18h LUN À VEN (fl. ga.),,,90,9,18,9,1,1,1,1,1,,,,,,,
PS1092,"Stat. 30 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dr.)",,,30,9,12,3,1,1,1,1,1,,,,,,,
PS1092,"Stat. 30 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dr.)",,,30,13.5,17,3.5,1,1,1,1,1,,,,,,,
PS7804,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE 11 (brun),,,,,,,,,,,,,,1,,,permit,11
PS1889,Stat. 90 min 8h - 16h LUN À VEN (fl. dou.),,,90,8,16,8,1,1,1,1,1,,,,,,,
PP1042,"Stat. int. 7h30 - 8h30, 11h - 13h, 15h - 16h LUN À VEN (fl. dr.)",,,,7.5,8.5,1,1,1,1,1,1,,,,,,,
PP1042,"Stat. int. 7h30 - 8h30, 11h - 13h, 15h - 16h LUN À VEN (fl. dr.)",,,,11,13,2,1,1,1,1,1,,,,,,,
PP1042,"Stat. int. 7h30 - 8h30, 11h - 13h, 15h - 16h LUN À VEN (fl. dr.)",,,,15,16,1,1,1,1,1,1,,,,,,,
PS3261,Stat. 120 min 8h - 16h LUN À VEN (fl. ga.),,,120,8,16,8,1,1,1,1,1,,,,,,,
PP2021,Stat. int. 16h - 6h (fl. ga.),,,,8,16,8,,,,,,,,1,,,,
PS2772,Stat. 60 min 9h - 21h (fl. dr.) LUN À VEN EXCEPTÉ PERMIS ZONE 12 (orange),,,60,9,21,12,1,1,1,1,1,,,,,,permit,12
PP1083,Stat. int. EXCEPTÉ véhicules d'urgence (fl. dou.),,,,,,,,,,,,,,1,,,emergency,
PS2165,Stat. 20 MIN 9h - 21h (fl. dr.),,,20,9,21,12,,,,,,,,1,,,,
PA7311,Arrêt int. ARRÊT D'AUTOBUS 6h - 9h LUN À VEN (fl. ga.) RTC,,,,6,9,3,1,1,1,1,1,,,,,,bus,
PP1006,Stat. int. 1er NOV AU 1er AVRIL (fl. dou.),11-01,04-01,,,,,,,,,,,,1,,,,
PP1921,Stat. int. LUN-MER-VEN-DIM (fl. ga.),,,,,,,1,,1,,1,,1,,,,,
PS2418,Stat. 60 min 8h - 20h LUN À VEN (fl. dr.),,,60,8,20,12,1,1,1,1,1,,,,,,,
PS1056,Stat. 10 min 7h30 - 16h LUN À VEN (fl. dou.),,,10,7.5,16,8.5,1,1,1,1,1,,,,,,,
PS1561,Stat. 30 min 9h - 17h LUN À VEN (fl. ga.),,,30,9,17,8,1,1,1,1,1,,,,,,,
PS1451,Stat. 10 min 8h - 18h LUN À VEN PÉRIODE SCOLAIRE (fl. ga.),,,10,8,18,10,1,1,1,1,1,,,,,,,
PP2871,Stat. int. (fl. ga.) EXCEPTÉ PERMIS ZONE 11 (brun),,,,,,,,,,,,,,1,,,permit,11
PP2541,Stat. int. (fl. ga.) EXCEPTÉ PERMIS ZONE 7 (jaune),,,,,,,,,,,,,,1,,,permit,7
PS2315,Stat. 60 min 9h - 21h (fl. dr.),,,60,9,21,12,,,,,,,,1,,,,
PP1836,Stat. int. 7h - 18h (fl. dou.),,,,7,18,11,,,,,,,,1,,,,
PS2042,Stat. 60 min 11h - 17h LUN À VEN (fl. dr.),,,60,11,17,6,1,1,1,1,1,,,,,,,
PP2842,Stat. int. EN AUTRE TEMPS (fl. dr.) EXCEPTÉ PERMIS ZONE 10 (bleu),,,,,,,,,,,,,,1,,,permit,10
PS2628,Stat. 60 min 8h - 18h MAR-JEU-SAM (fl. dr.),,,60,8,18,10,,1,,1,,1,,,,,,
PP1476,Stat. int. 8h - 17h LUN À VEN PÉRIODE SCOLAIRE (fl. dou.),,,,8,17,9,1,1,1,1,1,,,,school,,,
PP2722,Stat. int. EN AUTRE TEMPS (fl. dr.) EXCEPTÉ PERMIS ZONE 2  (orange),,,,,,,,,,,,,,1,,,permit,2
PS2661,Stat. 60 min 9h - 17h (fl. ga.) EXCEPTÉ PERMIS ZONE 25  (violet),,,60,9,17,8,,,,,,,,,,,permit,25
PA1115,Arrêt int. 15 NOV AU 31 MARS (fl. dr.),11-15,03-31,,,,,,,,,,,,1,,,,
PS3029,Stat. aux BUS 60 min (fl. dou.),,,60,,,,,,,,,,,1,,,,
PD1291,Stat. int. DÉBARCADÈRE 8h - 17h (fl. ga.),,,,8,17,9,,,,,,,,1,,,dropoff,
PS2152,Stat. 60 min 9h - 17h LUN À VEN (fl. dr) EXCEPTÉ PERMIS ZONE 12 (orange),,,60,9,17,8,1,1,1,1,1,,,,,,permit,12
PP1132,Stat. int. 8h - 9h LUN À VEN (fl. dr.),,,,8,9,1,1,1,1,1,1,,,,,,,
PP2852,Stat. int. EXCEPTÉ VOITURIERS (fl. dr.),,,,,,,,,,,,,,1,,,valet,
PP3605,Stat. int. LUN-MER-VEN-DIM 15 NOV AU 31 MARS (fl.dr.),11-15,03-31,,,,,1,,1,,1,,1,,,,,
PP3203,Stat. int. LUN À VEN 15 NOV AU 31 MARS (fl. dou.),11-15,03-31,,,,,1,1,1,1,1,,,,,,,
PP1812,"Stat. int. 10h - 10h30, 14h - 14h30 LUN À VEN (fl. dr.)",,,,10,10.5,0.5,1,1,1,1,1,,,,,,,
PP1812,"Stat. int. 10h - 10h30, 14h - 14h30 LUN À VEN (fl. dr.)",,,,14,14.5,0.5,1,1,1,1,1,,,,,,,
PS2123,Stat. 60 min 9h - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 23 (vert),,,60,9,17,8,1,1,1,1,1,,,,,,permit,23
PS2643,Stat. 10 min 8h - 20h (fl. dou.),,,10,8,20,12,,,,,,,,1,,,,
PP2561,Stat. int. (fl. ga.) EXCEPTÉ PERMIS ZONE 8 (brun),,,,,,,,,,,,,,1,,,permit,8
PP2325,Stat. int. MAR-JEU-SAM (fl. dr.),,,,,,,,1,,1,,1,,,,,,
PS1464,Stat. 10 min 7h - 9h LUN À VEN (fl. ga.),,,10,7,9,2,1,1,1,1,1,,,,,,,
PD1542,Stat. int. DÉBARCADÈRE BUS - passagers 10 min (fl. dr.),,,10,,,,,,,,,,,1,,,dropoff,
PS2733,Stat. 60 min 9h - 19h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 2 (orange),,,60,9,19,10,1,1,1,1,1,,,,,,permit,2
PP2275,Stat. int. 15 NOV AU 15 AVRIL (fl. dr.),11-15,04-15,,,,,,,,,,,,1,,,,
PP2753,Stat. int. EXCEPTÉ VÉHICULES DE POLICE ÉCUSSONNÉS (fl. dou.),,,,,,,,,,,,,,1,,,police,
PS1652,"Stat. 90 min 9h30 - 12h, 13h30 - 17h LUN À VEN (fl. dr.)",,,90,9.5,12,2.5,1,1,1,1,1,,,,,,,
PS1652,"Stat. 90 min 9h30 - 12h, 13h30 - 17h LUN À VEN (fl. dr.)",,,90,13.5,17,3.5,1,1,1,1,1,,,,,,,
PP2225,Stat. int. 7h - 17h LUN-MER-VEN (fl. dr.),,,,7,17,10,1,,1,,1,,,,,,,
PA7413,Arrêt int. ARRÊT D'AUTOBUS 16h - 19h LUN À VEN (fl. dou.) RTC,,,,16,19,3,1,1,1,1,1,,,,,,bus,
PS1469,Stat. 10 min 9h - 18h LUN À VEN (fl. dou.),,,10,9,18,9,1,1,1,1,1,,,,,,,
PP2324,Stat. int. MAR-JEU-SAM (fl. ga.),,,,,,,,1,,1,,1,,,,,,
PP1010,Stat. int. (recto / verso),,,,,,,,,,,,,,1,,,,
PS1552,Stat. 10 min 16h - 18h LUN À VEN (fl. dr.),,,10,16,18,2,1,1,1,1,1,,,,,,,
PD1462,Stat. int. autobus excepté déb. (fl. dr.),,,,,,,,,,,,,,1,,,dropoff,
PP2528,Stat. int. EXCEPTÉ VÉHICULES DU CONSEIL EXÉCUTIF (fl. dr.),,,,,,,,,,,,,,1,,,authorized,
PS2233,Stat. 60 min 9h - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 14 (brun),,,60,9,17,8,1,1,1,1,1,,,,,,permit,14
PS1893,Stat. 90 min 9h - 17h LUN À VEN (fl. dou.),,,90,9,17,8,1,1,1,1,1,,,,,,,
PP1271,Stat. int. 8h - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. ga.),,,,8,16,8,1,1,1,1,1,,,,school,,,
PS7004,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE T-5 (blanc),,,,,,,,,,,,,,1,,,permit,T-5
PS2729,Stat. 60 min 8h - 18h MAR-JEU (fl. dou.),,,60,8,18,10,,1,,1,,,,,,,,
PS1886,Stat. 90 min 8h - 13h LUN À VEN (fl.dou.),,,90,8,13,5,1,1,1,1,1,,,,,,,
PS7302,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-26 (vert),,,,,,,,,,,,,,1,,,permit,A3-26
PP2703,Stat. int. 8h - 12h LUN À VEN (fl. dou.),,,,8,12,4,1,1,1,1,1,,,,,,,
PP3002,Stat. int. 0h - 18h DIM À VEN 15 NOV AU 31 MARS (fl. dr.),11-15,03-31,,,,0,,,,,,,,,,,,
PD1381,Stat. int. DÉBARCADÈRE 8h - 18h LUN À VEN (fl. ga.),,,,8,18,10,1,1,1,1,1,,,,,,dropoff,
PP2478,Stat. int. 1er  MAI AU 31 OCT (fl. dr.),05-01,10-31,,,,,,,,,,,,1,,,,
PP2729,Stat. int. EXCEPTÉ AUTOBUS EN AUTRE TEMPS (fl. dou.),,,,,,,,,,,,,,1,,,bus,
PD1561,Stat. int. DÉBARCADÈRE 6h - 9h (fl. ga.),,,,6,9,3,,,,,,,,1,,,dropoff,
PS2816,Stat. 60 min 8h - 21h LUN À VEN (fl. dou.),,,60,8,21,13,1,1,1,1,1,,,,,,,
PS3263,Stat. 120 min 8h - 16h LUN À VEN (fl. dou.),,,120,8,16,8,1,1,1,1,1,,,,,,,
PS1992,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5C (fl. dr.) (violet)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,5C
PS1992,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5C (fl. dr.) (violet)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,5C
PP2851,Stat. int. EXCEPTÉ VOITURIERS (fl. ga.),,,,,,,,,,,,,,1,,,valet,
PP2413,"Stat. int. minuit-6h,mar-jeu (fl.do.)",,,,0,6,6,,1,,1,,,,,,,,
PP1593,Stat. int. réservé aux calèches seulement (fl. do.),,,,,,,,,,,,,,1,,,carriage,
PP1634,Stat. int. 0h01 - 7h LUN-MER-VEN 15 NOV AU 15 AVRIL( fl. ga.),11-15,04-15,,0,7,7,1,,1,,1,,,,,,,
PP1333,Stat. int. 9h - 16h LUN À VEN (fl. dou.),,,,9,16,7,1,1,1,1,1,,,,,,,
PS2164,Stat. 20 MIN 9h - 21h (fl. ga.),,,20,9,21,12,,,,,,,,1,,,,
PS1681,Stat. 30 min 8h - 20h MAR-JEU-SAM (fl. ga.),,,30,8,20,12,,1,,1,,1,,,,,,
PP2328,Stat. int. excepté pour personnes atteintes de déficience physique 60 min 8h - 21h (fl. dr.),,,60,8,21,13,,,,,,,,1,,,handicap,
PP2542,Stat. int. (fl. dr.) EXCEPTÉ PERMIS ZONE 7 (jaune),,,,,,,,,,,,,,1,,,permit,7
PS3111,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. ga.) (vert)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,A3-3
PS3111,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. ga.) (vert)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,A3-3
PS1041,Stat. 10 min 8h - 16h LUN À VEN (fl. ga.),,,10,8,16,8,1,1,1,1,1,,,,,,,
PP2501,Stat. int. 7h - 9h LUN À VEN (fl. ga.),,,,7,9,2,1,1,1,1,1,,,,,,,
PA1981,Arrêt int. 8h - 16h LUN À VEN PÉRIODE SCOLAIRE  EXCEPTÉ BUS (fl. ga.),,,,8,16,8,1,1,1,1,1,,,,school,,,
PS2101,"Stat. 60 min 9h - 17h30 LUN À SAM, 17h30 - 21h JEU-VEN (fl. ga.)",,,60,9,17.5,8.5,1,1,1,1,1,1,,,,,,
PS2101,"Stat. 60 min 9h - 17h30 LUN À SAM, 17h30 - 21h JEU-VEN (fl. ga.)",,,60,17.5,21,3.5,,,,1,1,,,,,,,
PP1421,Stat. int. EXCEPTÉ VOITURIERS 17h - 3h (fl. ga.),,,,17,,10,,,,,,,,1,,,valet,
PP1562,"Stat. int. 8h - 9h, 15h30 - 16h30 LUN À VEN (fl. dr.)",,,,8,9,1,1,1,1,1,1,,,,,,,
PP1562,"Stat. int. 8h - 9h, 15h30 - 16h30 LUN À VEN (fl. dr.)",,,,15.5,16.5,1,1,1,1,1,1,,,,,,,
PS2452,"Stat. 30 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 6  (gris)",,,30,9,12,3,1,1,1,1,1,,,,,,permit,6
PS2452,"Stat. 30 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 6  (gris)",,,30,13.5,17,3.5,1,1,1,1,1,,,,,,permit,6
PS2021,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. ga.) EXCEPTÉ PERMIS ZONE 6  (gris)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,6
PS2021,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. ga.) EXCEPTÉ PERMIS ZONE 6  (gris)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,6
PS7705,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-33 (jaune),,,,,,,,,,,,,,1,,,permit,A3-33
PS1021,Stat. 10 min EN AUTRE TEMPS (fl. ga.),,,10,,,,,,,,,,,1,,,,
PP1805,Stat. int. BUS (fl. dr.),,,,,,,,,,,,,,1,,,bus,
PS2424,Stat. 90 min 9h - 16h LUIN À VEN (fl. ga.),,,90,9,16,7,1,1,1,1,1,,,,,,,
PP3609,Stat. int. MAR-JEU-SAM 15 NOV AU 31 MARS (fl. dou.),11-15,03-31,,,,,,1,,1,,1,,,,,,
PA7174,Arrêt int. ARRÊT D'AUTOBUS 16h - 18h (fl. ga.) RTC,,,,16,18,2,,,,,,,,1,,,bus,
PP2421,Stat. int. 0h - 6h LUN-VEN-VEN (fl. ga.),,,,0,6,6,1,1,1,1,1,,,,,,,
PS2622,Stat. 15 min (fl. dr.),,,15,,,,,,,,,,,1,,,,
PD1682,Stat. int. DÉBARCADÈRE 15 min max. (fl. dr.) (Ville Ancienne-Lorette),,,15,,,,,,,,,,,1,,,dropoff,
PS2761,Stat. 60 min 9h - 19h (fl. ga.) EXCEPTÉ PERMIS ZONE 15 (violet),,,60,9,19,10,,,,,,,,,,,permit,15
PS4412,Stat. 60 min 8h - 18h LUN À VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. dr.) (vert),,,60,8,18,10,1,1,1,1,1,,,,,,permit,A3-3
PP3406,Stat. int. 0h - 7h 15 NOV AU 31 MARS (fl.dou.),11-15,03-31,,0,7,7,,,,,,,,1,,,,
PP1729,"Stat. int. 10h - 10h30, 14h30 - 15h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 31 (bleu)",,,,10,10.5,0.5,1,1,1,1,1,,,,,,permit,31
PP1729,"Stat. int. 10h - 10h30, 14h30 - 15h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 31 (bleu)",,,,14.5,15,0.5,1,1,1,1,1,,,,,,permit,31
